time,Open,High,Low,Close,Volume
2026-08-10 23:00:00+00:00,1.1547343730926514,1.1547343730926514,1.1546010971069336,1.1546010971069336,0.0
2026-08-10 23:15:00+00:00,1.1546010971069336,1.1547343730926514,1.1546010971069336,1.1546010971069336,0.0
2026-08-10 23:30:00+00:00,1.1546010971069336,1.1546010971069336,1.1546010971069336,1.1546010971069336,0.0
2026-08-10 23:45:00+00:00,1.1547343730926514,1.155001163482666,1.1547343730926514,1.155001163482666,0.0
2026-08-11 00:00:00+00:00,1.155001163482666,1.155001163482666,1.1548677682876587,1.155001163482666,0.0
2026-08-11 00:15:00+00:00,1.155001163482666,1.1551345586776733,1.155001163482666,1.1551345586776733,0.0
2026-08-11 00:30:00+00:00,1.1552680730819702,1.1552680730819702,1.155001163482666,1.1552680730819702,0.0
2026-08-11 00:45:00+00:00,1.1552680730819702,1.1552680730819702,1.155001163482666,1.155001163482666,0.0
2026-08-11 01:00:00+00:00,1.1548677682876587,1.155001163482666,1.1546010971069336,1.155001163482666,0.0
2026-08-11 01:15:00+00:00,1.155001163482666,1.1552680730819702,1.155001163482666,1.1551345586776733,0.0
2026-08-11 01:30:00+00:00,1.1551345586776733,1.1552680730819702,1.155001163482666,1.155001163482666,0.0
2026-08-11 01:45:00+00:00,1.155001163482666,1.1552680730819702,1.155001163482666,1.155001163482666,0.0
2026-08-11 02:00:00+00:00,1.155001163482666,1.155001163482666,1.1547343730926514,1.1548677682876587,0.0
2026-08-11 02:15:00+00:00,1.1548677682876587,1.1548677682876587,1.1544678211212158,1.1544678211212158,0.0
2026-08-11 02:30:00+00:00,1.1544678211212158,1.1546010971069336,1.1544678211212158,1.1546010971069336,0.0
2026-08-11 02:45:00+00:00,1.1544678211212158,1.1544678211212158,1.1542012691497803,1.154334545135498,0.0
2026-08-11 03:00:00+00:00,1.154334545135498,1.1544678211212158,1.154334545135498,1.1544678211212158,0.0
2026-08-11 03:15:00+00:00,1.1544678211212158,1.1547343730926514,1.1544678211212158,1.1547343730926514,0.0
2026-08-11 03:30:00+00:00,1.1548677682876587,1.1548677682876587,1.1547343730926514,1.1547343730926514,0.0
2026-08-11 03:45:00+00:00,1.1547343730926514,1.1547343730926514,1.1546010971069336,1.1546010971069336,0.0
